GH,XGH,GA,XGA,Side
2,1.08,2,1.42,0
4,2.78,2,0.80,1
0,0.59,3,1.89,0
3,1.48,1,0.31,1
0,0.84,0,0.93,0
2,0.64,0,0.42,1
1,1.57,0,0.56,0
1,1.66,3,1.82,1
1,1.78,2,2.32,0
2,3.90,0,0.29,1
2,0.49,1,0.90,0
1,0.71,1,0.41,1
1,0.34,2,1.77,0
1,1.24,1,0.52,1
3,1.77,0,1.12,1
0,0.22,5,3.82,0
5,3.96,3,2.45,1
3,0.85,3,2.01,0
2,2.70,1,0.88,1
3,3.43,1,1.25,1
1,0.97,2,1.55,0
1,1.81,1,0.14,1
1,1.87,7,2.24,0
2,1.88,0,0.12,1
1,0.96,3,1.27,0
0,1.15,2,1.00,1
1,1.26,2,1.74,0
3,3.48,0,0.25,1
2,1.36,3,2.04,0
1,1.36,1,0.47,1
0,1.14,3,2.11,0
3,1.51,0,0.42,1
2,1.00,2,2.69,0
0,0.38,1,1.59,0
3,2.70,1,0.59,1
0,0.38,5,2.33,0
4,4.34,1,0.64,1
2,1.20,4,1.84,0
