GH,XGH,GA,XGA,Side
2,1.56,1,0.24,0
1,0.76,0,0.80,1
1,0.74,0,1.02,1
2,1.89,2,1.08,0
0,1.54,0,0.71,1
2,0.93,1,1.45,0
0,1.36,0,0.94,1
3,1.30,5,2.22,0
1,1.41,1,0.73,1
0,0.23,1,1.71,0
1,1.57,1,0.80,1
0,0.77,4,3.89,0
4,3.58,2,0.82,0
2,1.90,1,0.40,1
2,1.71,1,1.22,1
1,1.08,0,0.51,0
3,1.84,1,1.56,0
3,0.85,3,2.01,1
2,0.76,1,1.79,1
0,1.54,3,1.31,0
3,2.11,3,2.76,1
1,0.43,2,0.73,0
4,3.58,0,0.63,0
3,1.65,0,0.73,1
2,0.62,1,1.53,0
2,2.02,2,2.09,1
0,1.12,0,0.70,0
1,2.16,0,1.87,1
0,0.75,1,2.82,0
1,0.78,0,0.26,1
2,0.82,2,1.51,0
1,1.19,2,2.07,1
5,2.33,4,1.58,1
2,0.57,0,1.07,0
2,2.09,2,2.06,0
3,1.47,2,0.87,1
4,4.34,1,0.64,0
2,2.35,2,1.61,1
