GH,XGH,GA,XGA,Side
3,2.60,2,1.75,0
5,4.23,1,0.53,1
2,2.48,1,0.65,0
0,0.72,0,0.18,1
0,0.99,0,0.63,0
3,2.48,1,2.98,1
2,0.93,1,1.45,1
1,0.87,4,1.21,0
2,1.66,2,1.32,1
2,2.40,1,0.55,0
2,2.12,2,1.18,0
5,2.84,1,0.47,1
0,1.37,2,1.01,0
2,1.06,1,0.90,1
2,0.95,0,0.73,0
1,0.41,3,2.43,1
5,3.96,3,2.45,0
1,1.40,0,0.81,1
0,0.61,0,2.07,0
2,2.68,2,3.39,1
2,1.14,0,0.60,0
1,0.74,1,1.03,1
1,1.95,1,1.93,0
5,2.49,3,0.86,1
4,1.15,1,0.83,0
2,2.02,2,2.09,0
3,3.05,1,0.29,1
3,2.17,1,0.44,0
2,1.12,2,1.75,1
2,2.34,2,2.18,1
2,1.53,3,1.81,0
1,2.66,1,0.47,1
1,0.97,3,1.23,0
1,1.91,1,0.50,1
1,3.09,1,0.34,0
0,0.38,5,2.33,1
2,2.03,1,0.26,0
5,2.54,3,3.46,1
