GH,XGH,GA,XGA,Side
2,0.78,0,1.02,1
1,0.76,0,0.80,0
1,2.01,1,0.75,1
1,0.75,2,2.50,0
2,0.20,1,0.44,1
2,0.64,0,0.42,0
0,0.52,2,1.81,0
1,0.25,3,1.60,1
0,0.45,0,1.01,0
1,1.01,1,0.20,1
2,1.72,0,0.66,0
1,1.11,2,2.14,1
1,1.21,0,0.32,1
2,1.06,1,0.90,0
0,1.02,0,0.49,1
0,0.70,2,1.11,0
2,2.63,1,0.80,1
3,3.16,1,0.79,0
1,0.76,4,4.06,1
3,2.96,1,0.34,0
0,1.54,3,1.31,1
0,2.09,1,0.64,0
0,0.21,0,0.82,1
1,2.01,3,2.84,0
1,0.96,3,1.27,1
2,2.25,0,0.75,1
3,4.57,1,1.55,0
4,2.37,0,0.53,1
4,2.80,1,1.18,0
1,1.02,2,0.82,1
2,2.07,0,0.45,0
4,2.85,0,1.40,0
1,0.97,3,1.23,1
1,1.49,2,0.39,0
1,0.87,1,1.27,1
1,1.13,1,0.22,0
3,1.85,5,2.03,1
1,1.44,0,0.73,0
