GH,XGH,GA,XGA,Side
3,1.53,1,0.91,0
2,1.76,2,2.93,1
2,1.76,1,0.92,0
3,1.04,0,1.02,1
4,3.23,0,0.07,0
2,1.34,1,1.13,1
2,0.59,1,1.25,1
1,2.62,2,1.46,0
3,1.30,5,2.22,1
4,3.41,1,1.28,0
2,0.67,1,0.70,1
5,2.84,1,0.47,0
1,1.21,0,0.32,0
2,2.06,1,0.92,1
1,1.43,1,0.35,0
0,0.22,5,3.82,1
2,0.78,0,1.43,0
4,2.18,3,1.43,1
1,1.57,0,0.38,0
4,2.74,1,1.12,1
1,2.11,0,0.37,0
1,0.93,1,1.04,1
2,1.76,0,0.14,0
0,0.45,2,1.68,1
1,1.14,1,0.85,0
1,1.07,2,0.81,0
1,0.95,5,2.29,1
1,2.16,0,1.87,0
0,0.14,0,0.89,1
1,1.48,3,1.59,0
2,1.53,3,1.81,1
4,2.85,0,1.40,1
2,2.59,1,1.09,0
1,1.39,0,1.12,1
3,2.70,1,0.59,0
3,2.54,2,1.77,1
6,1.95,2,0.51,0
2,2.34,1,2.44,1
