GH,XGH,GA,XGA,Side
2,0.78,0,1.02,0
1,1.94,1,0.54,1
1,1.53,2,1.70,0
2,0.75,1,1.24,1
0,0.44,2,1.89,0
1,1.37,1,0.55,1
2,2.40,1,1.18,0
1,2.62,2,1.46,1
2,2.39,1,0.24,0
2,2.40,1,0.55,1
1,0.82,0,2.47,0
3,2.50,0,0.25,1
2,0.65,2,1.60,0
4,3.58,2,0.82,1
3,1.77,0,1.12,0
2,0.85,0,1.01,1
0,0.57,1,2.31,0
3,1.03,0,0.56,1
1,1.33,2,1.27,0
3,2.96,1,0.34,1
0,0.29,1,1.84,0
3,3.13,0,0.54,1
1,1.08,0,0.76,0
2,3.09,0,0.44,1
0,0.77,1,2.15,0
1,1.34,3,1.53,1
1,0.95,5,2.29,0
7,2.84,1,0.82,1
2,1.12,2,1.75,0
1,1.85,2,2.39,1
2,2.02,1,1.91,0
2,1.52,2,1.65,1
5,2.33,4,1.58,0
0,0.38,1,1.59,1
1,1.26,0,1.34,0
1,1.17,2,2.16,1
1,1.15,3,1.59,0
5,3.44,2,2.69,1
