GH,XGH,GA,XGA,Side
0,0.93,1,1.05,0
2,0.93,1,0.31,1
3,3.61,2,1.24,0
0,0.59,1,0.78,1
2,1.04,0,0.90,0
2,1.34,1,1.13,0
1,1.45,1,0.51,1
1,1.69,1,1.65,0
2,2.08,1,1.09,1
4,2.13,1,0.35,0
1,0.82,0,2.47,1
1,1.57,1,0.80,0
3,2.54,2,1.15,1
1,0.57,1,1.42,0
2,0.95,0,0.73,1
1,0.52,2,2.12,1
2,2.63,1,0.80,0
0,0.82,0,0.49,1
2,2.70,1,0.88,0
0,1.14,0,1.33,1
1,1.74,0,1.09,0
3,1.80,2,1.32,1
0,1.85,1,1.24,0
3,2.65,1,1.05,1
1,1.14,1,0.85,1
1,2.11,1,1.24,0
3,2.58,1,1.26,1
0,0.64,1,0.73,0
0,0.46,1,1.98,1
1,1.85,2,2.39,0
2,0.82,2,1.51,1
2,0.99,1,0.83,0
1,1.65,2,1.47,1
1,1.91,1,0.50,0
7,4.24,3,1.72,0
1,1.13,1,0.22,1
1,0.80,1,0.95,0
2,1.20,4,1.84,1
