GH,XGH,GA,XGA,Side
2,1.56,1,0.24,1
0,0.17,1,0.61,0
3,3.30,1,0.84,1
2,0.75,1,1.24,0
4,3.23,0,0.07,1
0,0.12,1,1.23,0
0,0.31,3,4.16,0
2,2.47,1,0.26,1
1,0.25,0,0.73,0
4,2.13,1,0.35,1
2,0.49,1,0.90,1
1,1.11,2,2.14,0
3,1.75,0,0.90,1
3,3.14,1,1.36,0
3,1.01,1,0.35,1
1,0.41,3,2.43,0
1,0.83,0,0.51,1
3,2.03,0,0.23,1
2,0.76,1,1.79,0
2,1.77,0,0.22,1
0,0.62,2,1.54,0
1,1.08,0,0.76,1
0,0.12,2,1.84,0
0,0.45,2,1.68,0
4,1.65,1,0.56,1
2,2.37,0,0.21,1
1,0.48,1,0.82,0
2,3.45,1,0.79,1
0,0.46,1,1.98,0
1,1.36,1,0.47,0
2,2.07,0,0.45,1
0,0.18,2,2.39,0
4,1.50,0,0.45,1
2,2.21,2,1.39,0
1,3.09,1,0.34,1
3,1.67,1,1.13,0
3,1.54,0,0.26,1
1,0.37,2,2.48,0
