GH,XGH,GA,XGA,Side
3,2.18,3,2.62,1
0,0.77,2,2.18,0
0,0.28,0,0.95,1
0,0.33,2,0.58,0
0,0.80,6,3.99,1
1,1.51,2,1.26,0
2,1.94,2,1.62,0
2,1.63,1,0.99,1
4,1.78,2,1.80,0
0,1.13,1,0.78,1
3,2.58,2,2.06,0
2,1.25,0,1.43,1
0,0.86,3,2.06,0
2,1.29,4,1.63,1
1,0.35,1,0.79,1
1,0.49,0,0.82,0
2,1.11,1,1.40,0
1,0.59,4,3.49,1
1,1.40,0,1.30,0
2,1.43,1,1.55,1
1,1.18,2,1.31,1
3,2.77,1,0.97,0
2,1.67,2,0.86,1
2,1.52,0,0.74,0
0,0.72,0,0.74,0
4,2.13,1,0.57,1
2,1.83,0,0.80,0
1,0.61,0,0.67,1
1,1.24,0,1.09,1
3,2.38,0,1.55,0
5,1.81,0,0.35,0
2,0.76,2,2.11,1
1,1.37,2,1.38,1
1,0.93,0,0.31,0
0,0.59,0,0.18,1
2,1.77,0,1.37,0
2,2.81,1,0.61,1
1,0.46,0,0.65,0
