GH,XGH,GA,XGA,Side
1,0.72,0,0.28,1
1,1.14,1,0.60,0
2,1.17,0,0.33,0
0,1.15,3,2.18,1
4,3.29,0,1.06,0
2,2.21,1,0.38,1
0,0.93,1,0.38,1
1,1.06,1,1.46,0
2,0.81,5,3.86,1
2,1.37,0,0.58,0
3,2.58,2,2.06,1
2,2.03,2,1.69,0
4,1.97,1,0.15,0
4,1.76,0,1.04,1
2,0.82,0,0.22,1
1,1.90,1,0.82,0
0,0.57,1,1.39,0
3,2.02,1,0.77,1
0,0.34,0,1.85,1
0,1.18,0,0.41,0
2,1.40,1,0.60,0
0,1.24,2,1.26,1
4,4.21,0,0.29,0
1,0.92,1,1.35,1
2,1.53,1,2.65,1
5,3.20,1,1.49,0
3,1.49,1,1.66,1
1,0.61,0,0.67,0
2,2.34,1,1.80,0
2,1.69,0,0.32,1
1,0.89,2,2.98,0
1,0.86,3,1.91,1
0,0.72,0,0.95,1
1,1.20,1,1.61,0
1,0.95,0,0.48,1
0,0.57,2,0.94,0
1,0.42,1,0.63,1
3,1.18,1,1.68,0
