GH,XGH,GA,XGA,Side
1,1.18,0,0.38,0
0,0.77,2,2.18,1
1,0.42,2,1.77,1
3,2.49,0,0.58,0
2,1.40,1,0.87,1
2,2.21,1,0.38,0
0,1.40,0,0.59,1
1,1.96,0,0.18,0
1,1.60,2,1.12,0
0,0.46,1,1.78,1
0,0.68,1,1.29,0
4,1.39,0,1.16,1
0,0.88,0,0.45,0
1,0.92,2,1.09,1
1,1.11,1,1.00,1
2,4.61,2,0.96,0
1,1.24,0,0.82,0
0,0.54,4,3.25,1
4,1.56,0,0.33,0
3,2.85,3,1.88,1
2,1.40,1,0.60,1
2,2.37,2,1.28,0
2,0.82,1,1.01,1
1,0.98,1,0.50,0
0,1.15,3,1.42,0
2,1.91,1,0.72,1
4,2.57,1,0.43,0
2,1.21,2,4.24,1
1,2.98,1,1.40,0
1,1.17,4,2.53,1
2,0.69,1,1.74,1
2,0.76,2,2.11,0
2,2.09,2,1.15,1
3,2.64,0,0.54,0
0,1.18,2,1.62,1
2,1.73,1,1.02,0
1,1.70,0,1.01,1
1,1.16,2,1.39,0
