GH,XGH,GA,XGA,Side
0,2.22,0,0.41,0
0,0.30,4,3.41,1
0,0.82,2,0.97,0
0,1.49,1,1.03,1
0,1.18,0,0.15,0
1,1.51,2,1.26,1
1,0.69,0,0.18,0
2,1.65,0,0.60,1
1,0.56,2,1.81,1
2,2.38,1,0.84,0
0,1.25,1,0.87,1
2,1.54,0,0.43,0
0,0.88,0,0.45,1
1,2.30,0,0.04,0
2,1.25,1,0.32,0
1,1.01,0,0.25,1
0,0.59,4,3.57,1
3,2.02,1,0.77,0
1,0.55,1,1.26,1
5,3.06,0,0.27,0
1,1.18,2,1.31,0
0,0.40,2,1.62,1
1,1.83,1,0.90,0
1,0.50,0,2.20,1
3,2.38,1,1.16,1
1,1.48,1,0.57,0
1,0.84,0,0.43,1
4,3.29,1,0.44,0
4,2.31,1,0.50,1
0,1.39,0,0.00,0
2,2.14,0,0.14,0
1,1.23,1,0.66,0
1,1.20,1,1.61,1
5,3.42,0,0.30,0
0,0.50,1,1.45,1
1,1.70,0,1.01,0
0,0.39,1,1.49,1
1,1.71,2,1.75,1
