GH,XGH,GA,XGA,Side
3,2.21,2,1.56,0
2,1.44,1,1.29,1
1,1.15,0,0.71,0
1,0.85,0,0.71,1
2,0.30,0,1.54,0
3,3.64,3,0.66,1
0,0.64,3,0.48,0
1,0.66,1,0.50,1
0,1.30,1,0.82,0
2,1.16,0,0.24,0
0,0.87,2,1.22,1
2,1.63,1,0.98,0
3,1.21,0,0.42,1
2,1.57,0,0.80,0
2,2.68,3,2.61,1
1,1.48,2,0.87,0
0,0.34,2,1.73,1
3,2.32,0,0.08,0
1,1.21,1,1.23,1
3,1.52,0,0.51,0
1,0.27,1,0.76,1
1,0.44,0,1.34,0
1,1.07,0,0.27,1
2,1.75,0,0.44,0
2,1.06,1,0.80,1
3,1.89,1,1.00,0
1,0.40,1,1.01,1
1,1.47,6,1.81,1
1,0.67,0,0.62,0
2,0.92,1,1.29,1
3,1.18,2,1.03,0
1,1.14,0,0.77,1
0,0.67,1,1.65,0
1,0.83,1,0.53,1
4,1.76,1,0.40,0
3,1.74,2,1.43,1
2,1.19,1,2.31,0
2,1.48,3,1.78,1
