GH,XGH,GA,XGA,Side
2,2.06,0,0.38,1
2,1.44,1,1.29,0
0,0.91,1,1.83,1
2,1.51,1,2.15,0
2,1.79,1,0.92,1
1,1.71,1,0.54,0
4,2.16,0,0.45,1
1,1.91,1,0.69,0
3,2.34,0,0.37,1
5,2.48,1,1.23,1
1,0.78,0,1.14,1
1,1.39,3,1.86,0
3,0.79,1,1.13,1
0,0.45,0,0.35,0
3,2.12,0,1.85,0
2,2.08,1,0.97,1
2,0.97,3,2.92,0
3,4.09,0,0.37,1
0,1.24,5,3.17,0
3,1.52,0,0.51,1
0,0.97,2,1.17,0
2,1.50,0,0.19,1
0,0.84,0,0.55,0
1,0.72,1,2.60,1
1,1.24,1,0.71,0
1,2.35,0,0.25,1
2,1.04,1,0.39,0
1,1.56,5,3.47,0
0,0.32,0,0.57,0
1,1.41,2,1.80,1
1,0.44,3,1.71,0
2,1.53,0,0.29,1
2,2.17,2,1.93,1
2,1.21,4,3.17,0
2,2.66,0,0.66,1
3,2.54,0,1.23,0
1,0.86,1,0.97,1
0,0.81,1,0.86,0
