GH,XGH,GA,XGA,Side
0,0.63,2,1.50,0
3,2.43,1,0.29,1
0,1.16,0,0.36,1
5,1.61,0,0.38,0
1,1.41,0,0.54,1
0,0.88,1,1.04,0
1,2.13,1,1.04,1
2,1.12,1,0.35,0
0,1.30,1,0.82,1
0,0.18,1,1.46,0
1,1.09,0,0.37,1
1,1.57,1,1.51,0
1,0.81,1,0.59,1
0,1.06,0,1.47,0
3,2.12,0,1.85,1
0,0.40,2,1.36,0
1,0.86,0,1.38,1
0,0.19,0,0.30,0
3,1.30,0,0.32,1
1,1.24,2,1.26,0
0,0.60,0,0.53,0
0,0.35,1,2.36,1
1,2.22,0,1.00,0
3,1.53,3,1.67,1
1,1.07,0,0.94,0
2,1.76,2,1.53,1
1,0.40,1,1.01,0
2,1.80,0,0.43,1
2,1.85,3,1.48,0
2,1.22,0,0.23,1
1,0.82,1,0.65,0
1,0.36,0,0.45,1
2,2.17,2,1.93,0
1,0.66,0,1.05,1
1,1.46,0,0.30,0
5,2.78,0,0.87,1
1,1.24,2,1.84,0
2,1.10,1,1.35,1
