GH,XGH,GA,XGA,Side
0,1.02,1,0.75,1
0,1.10,2,1.56,0
2,1.59,0,1.52,1
1,1.27,0,0.13,0
1,1.49,0,0.38,1
0,0.82,0,0.35,0
0,0.38,1,0.82,1
2,0.96,1,0.44,1
1,1.13,1,0.52,0
5,2.48,1,1.23,0
1,0.72,0,0.71,0
2,2.13,0,0.20,1
2,1.50,0,0.55,0
2,1.57,0,0.80,1
1,2.35,1,0.62,0
0,0.40,2,1.36,1
0,1.46,4,4.23,0
3,2.02,3,1.34,1
0,0.51,0,0.04,0
2,0.16,1,0.22,1
2,1.48,3,2.65,0
4,1.41,0,0.56,1
0,0.75,0,0.14,0
1,0.59,2,2.23,1
0,0.31,2,2.26,0
2,1.81,1,1.22,1
1,1.56,5,3.47,1
3,3.28,1,1.43,1
1,1.35,0,0.23,0
3,2.62,1,0.23,1
0,0.76,0,1.24,0
1,1.14,0,0.77,0
1,0.78,0,0.27,1
1,0.66,0,1.05,0
0,0.46,0,0.16,1
0,0.26,1,1.73,0
1,0.34,2,2.34,1
2,2.67,1,0.82,0
