GH,XGH,GA,XGA,Side
3,2.21,2,1.56,1
0,1.03,0,0.33,0
1,0.83,3,1.39,1
4,4.69,0,0.70,0
1,0.79,0,0.51,1
2,1.97,1,0.08,0
1,0.87,0,0.22,1
0,0.58,1,0.39,0
1,1.13,1,0.52,1
0,0.81,1,0.15,1
2,2.11,7,3.68,0
1,1.39,3,1.86,1
1,1.37,0,1.13,0
0,1.32,0,0.81,1
1,1.78,0,0.37,0
1,0.82,2,0.60,1
2,1.74,3,2.42,0
0,0.19,0,0.30,1
2,1.45,0,0.64,0
3,2.64,1,0.20,1
1,1.20,2,0.94,0
2,2.00,1,1.59,1
0,0.76,0,0.12,0
0,1.23,0,0.19,1
0,0.37,0,0.14,0
0,0.54,1,0.85,1
2,1.81,1,1.22,0
2,1.12,1,0.71,0
1,0.93,2,1.19,1
1,1.41,2,1.80,0
2,1.28,2,1.60,1
0,1.32,1,1.67,0
1,1.35,3,2.84,1
2,0.61,1,1.21,0
1,1.94,1,1.08,1
5,2.78,0,0.87,0
2,2.68,1,0.97,1
2,1.48,3,1.78,0
