GH,XGH,GA,XGA,Side
2,1.37,2,2.66,1
3,2.43,1,0.29,0
0,1.87,2,1.80,1
4,2.68,2,1.29,0
2,0.30,0,1.54,1
0,0.24,1,0.83,0
0,0.38,5,3.63,1
3,1.57,0,0.12,0
1,0.46,0,0.62,1
1,0.37,1,1.07,0
1,0.72,0,0.71,1
1,1.33,1,0.86,0
2,2.38,0,0.58,1
0,1.32,0,0.81,0
2,1.08,1,1.13,1
2,2.08,1,0.97,0
2,0.71,3,0.78,1
3,1.86,2,0.81,1
1,0.34,3,0.70,0
1,1.24,2,1.26,1
4,3.06,1,1.57,0
0,0.96,0,2.56,1
1,1.07,0,0.27,0
1,1.71,3,1.01,1
2,2.11,2,1.43,0
0,0.73,0,0.77,1
1,0.95,1,0.79,0
3,2.73,1,0.91,1
3,3.28,1,1.43,0
1,1.14,3,1.80,1
3,2.82,1,0.94,0
0,1.32,1,1.67,1
1,0.59,2,1.89,0
2,1.21,4,3.17,1
2,1.50,0,0.31,0
2,1.13,3,2.19,0
1,1.98,0,0.22,1
3,2.07,2,1.54,0
