GH,XGH,GA,XGA,Side
0,1.54,0,0.06,0
1,1.22,1,0.62,1
2,1.59,0,1.52,0
2,1.51,1,2.15,1
1,0.79,0,0.51,0
3,1.75,1,0.45,1
0,0.74,1,0.33,0
3,1.57,0,0.12,1
3,1.25,0,0.33,0
0,0.34,0,0.68,1
1,1.09,0,0.37,0
3,2.32,2,0.79,1
3,1.21,0,0.42,0
2,2.04,3,2.22,1
2,1.53,0,0.82,0
0,1.50,0,0.54,1
3,1.85,1,0.94,0
3,2.22,1,0.37,0
0,0.74,1,1.10,1
0,0.68,0,0.85,0
2,1.48,3,2.65,1
2,1.50,0,0.19,0
0,0.76,0,0.12,1
2,1.56,0,0.60,0
0,0.49,2,1.74,1
0,0.73,0,0.77,0
1,0.77,2,0.92,1
1,0.37,0,0.60,0
2,1.85,3,1.48,1
0,0.67,0,0.28,0
3,1.18,2,1.03,1
3,3.00,1,0.26,1
1,1.26,1,1.09,0
3,1.01,1,0.45,0
0,0.72,2,1.34,1
0,0.83,4,2.94,1
2,3.52,0,0.62,0
1,2.33,4,2.46,1
