GH,XGH,GA,XGA,Side
0,0.69,2,1.39,0
2,1.22,1,0.58,1
0,0.47,1,1.30,0
5,1.88,1,1.40,1
1,0.85,1,1.72,0
4,2.78,0,0.37,1
0,0.63,1,1.25,0
0,0.58,0,0.25,1
0,0.80,0,0.46,0
3,3.76,0,0.15,1
0,0.66,2,0.90,0
2,1.01,2,1.91,0
0,0.68,1,0.41,1
0,0.62,0,0.90,0
0,1.64,3,1.82,1
0,0.38,0,1.14,0
5,2.16,0,0.29,1
3,1.12,1,0.61,0
2,2.41,1,0.37,1
0,0.91,0,2.50,0
0,0.64,0,0.12,1
0,0.57,0,0.30,0
1,1.03,2,0.98,0
1,1.10,2,0.39,1
1,2.20,0,0.28,1
2,1.65,1,0.37,1
3,1.75,3,1.70,0
0,1.88,0,0.51,1
1,0.79,0,0.16,0
6,4.19,0,0.21,1
