GH,XGH,GA,XGA,Side
0,0.89,1,0.72,1
2,1.34,0,0.37,0
0,0.47,1,1.30,1
1,1.27,2,1.42,0
1,0.43,2,2.92,1
0,0.63,2,0.76,0
0,0.78,0,0.14,1
1,0.21,0,0.71,0
2,0.91,2,0.71,1
2,0.90,2,0.97,1
3,2.22,1,0.75,0
1,0.60,0,0.22,1
0,0.73,0,0.34,0
1,1.03,1,1.13,1
0,1.60,1,0.55,0
1,1.27,3,1.39,1
5,2.16,0,0.29,0
3,2.22,2,1.57,1
6,3.13,0,0.08,0
1,1.31,3,1.79,1
0,0.35,1,0.51,0
0,0.95,1,0.47,1
2,0.44,0,0.32,0
2,1.77,1,1.05,0
2,1.84,2,0.79,1
1,1.08,0,0.13,0
0,0.29,2,2.25,1
2,1.19,0,0.12,0
1,0.58,2,0.59,1
5,3.69,0,0.28,0
