GH,XGH,GA,XGA,Side
1,1.39,0,0.29,1
4,1.78,0,0.38,0
1,1.14,1,0.36,1
1,0.45,3,0.96,0
2,1.36,1,0.20,1
3,1.69,0,0.29,0
1,0.22,3,1.16,1
0,0.80,0,0.67,0
2,1.76,1,1.37,1
0,0.65,0,1.26,0
3,1.29,1,0.56,1
1,0.91,4,2.51,0
2,1.69,1,1.37,1
0,0.29,0,0.02,1
0,0.70,1,0.24,1
2,1.08,1,0.23,1
2,0.23,0,0.20,0
0,2.25,1,0.60,1
0,0.68,0,0.25,0
0,0.43,1,1.35,1
1,1.16,1,0.21,0
3,1.68,1,1.03,1
2,1.21,1,0.09,0
0,0.36,1,0.88,1
0,0.50,1,1.98,0
5,1.91,2,0.45,1
0,0.56,1,0.90,0
1,0.51,2,1.51,0
3,0.94,0,0.61,0
1,1.90,3,0.92,0
