GH,XGH,GA,XGA,Side
1,1.39,0,0.29,0
1,2.29,0,0.21,0
1,0.73,1,0.67,1
0,1.53,0,1.03,0
0,0.30,1,0.90,1
2,0.69,1,0.77,0
1,0.71,2,1.05,1
0,0.23,0,0.28,0
2,0.63,1,0.45,1
3,2.11,0,1.41,0
1,1.43,1,1.54,1
1,0.70,0,0.42,0
2,1.85,2,1.07,1
3,1.52,1,1.56,0
3,1.72,0,0.46,1
4,2.38,0,0.70,1
1,0.87,1,0.86,0
0,0.52,3,2.02,1
1,1.18,0,1.05,0
0,0.38,0,1.63,1
2,0.74,1,1.31,0
2,1.22,2,1.21,1
1,1.82,3,0.52,0
0,1.09,0,0.74,1
2,1.05,0,0.52,0
1,2.39,1,0.78,1
1,0.94,3,1.81,0
1,1.44,3,1.46,1
0,0.24,2,3.34,0
1,1.90,3,0.92,1
