GH,XGH,GA,XGA,Side
2,0.44,0,0.88,1
2,2.07,0,0.41,0
1,0.25,1,0.57,1
1,0.58,1,0.46,0
2,0.50,1,0.43,1
1,1.18,0,0.54,0
2,1.66,2,1.51,1
0,0.03,2,1.85,1
1,2.84,1,1.83,0
2,0.83,1,0.97,1
3,2.40,3,1.49,0
2,2.07,4,2.08,1
0,0.74,2,2.20,0
1,1.15,2,0.42,1
1,1.63,1,0.65,0
3,2.56,1,1.89,1
2,2.67,3,1.86,0
1,0.28,0,1.02,0
1,0.80,1,1.65,1
0,1.56,0,0.79,0
1,1.25,1,2.06,1
0,1.56,2,0.94,0
0,0.41,2,1.22,1
0,1.66,0,0.10,0
1,0.33,0,0.97,0
0,1.08,0,0.30,1
1,0.78,2,2.42,0
0,0.37,0,1.17,1
2,1.43,1,2.31,0
2,1.65,1,1.42,1
0,1.16,3,1.54,0
2,1.47,2,0.67,1
3,1.53,1,1.07,0
2,1.51,6,1.22,1
