GH,XGH,GA,XGA,Side
1,1.63,0,0.84,1
2,2.46,2,1.32,0
0,0.63,1,0.61,1
2,0.74,2,1.45,0
2,1.15,0,0.50,1
6,4.84,1,1.12,0
2,2.30,1,1.37,1
0,1.52,2,1.45,0
1,2.50,5,2.24,1
1,1.09,3,1.81,0
1,0.79,1,0.83,1
2,2.07,4,2.08,0
2,2.13,1,0.90,1
3,1.58,0,1.41,0
1,1.65,1,0.77,1
1,1.63,0,0.22,0
3,2.65,1,0.57,1
2,1.74,1,2.12,0
2,1.59,0,1.31,1
2,1.34,0,1.42,0
0,1.47,1,1.48,1
1,0.65,0,0.47,0
0,1.85,1,0.36,1
0,2.15,1,1.51,0
2,1.85,2,2.00,1
2,2.73,0,0.71,0
3,2.30,3,2.23,1
0,0.63,0,0.66,0
2,1.43,1,2.31,1
5,3.36,1,0.20,0
3,1.90,0,0.18,1
1,1.21,1,1.83,0
3,2.43,1,1.46,1
2,2.36,1,1.25,0
