GH,XGH,GA,XGA,Side
1,1.63,0,0.84,0
1,1.89,3,1.65,1
3,2.28,0,0.46,0
5,3.85,0,0.46,0
0,1.84,1,1.33,1
0,1.36,0,1.11,0
1,1.34,2,3.10,1
2,2.19,1,1.58,0
0,1.80,0,0.95,1
2,1.44,1,0.85,0
0,0.86,3,3.02,1
1,1.45,0,0.58,0
0,0.74,2,2.20,1
2,2.35,2,1.90,0
3,1.46,4,3.41,1
1,3.34,0,0.30,0
1,2.32,0,1.15,1
2,1.74,1,2.12,1
0,0.90,2,1.38,0
1,0.92,1,0.69,1
2,2.01,3,2.41,1
4,2.45,2,1.31,0
1,0.24,1,1.21,1
1,2.11,2,1.31,0
2,1.20,3,0.51,1
3,1.35,1,0.40,0
2,1.50,0,0.41,1
6,3.02,0,0.79,0
1,1.31,1,1.09,1
2,1.65,1,1.42,0
2,0.75,2,2.57,1
3,3.38,2,1.35,0
1,1.94,3,2.76,1
4,1.85,1,1.60,0
