GH,XGH,GA,XGA,Side
0,0.23,0,1.54,1
4,2.85,1,0.46,0
0,0.49,0,1.57,1
4,2.25,0,0.43,0
1,2.89,1,1.03,1
0,1.42,0,0.86,0
3,1.25,2,0.63,1
5,1.59,0,0.35,0
1,2.84,1,1.83,1
3,1.36,0,0.21,0
0,0.90,1,0.75,1
3,1.90,1,0.80,0
2,1.83,1,0.71,1
0,0.98,0,0.46,1
3,1.46,4,3.41,0
1,1.63,0,0.22,1
3,2.95,3,1.77,0
1,1.81,1,0.31,0
2,0.54,1,0.75,1
2,0.68,2,0.76,0
0,0.68,0,0.76,1
2,0.97,1,1.24,0
1,1.80,0,0.35,1
1,0.56,1,1.01,0
0,0.47,4,1.99,1
0,1.08,0,0.30,0
1,0.30,2,1.62,1
2,2.05,0,0.22,0
0,1.21,2,0.68,1
2,2.06,0,0.37,0
1,1.73,0,0.90,0
3,3.38,2,1.35,1
3,2.43,1,1.46,0
2,0.71,0,0.24,1
