GH,XGH,GA,XGA,Side
3,2.78,1,1.89,0
2,2.44,2,0.68,1
3,1.34,1,0.96,0
4,2.25,0,0.43,1
2,0.50,1,0.43,0
3,2.39,0,0.44,1
1,0.62,1,1.14,0
2,1.45,2,0.92,1
1,2.50,5,2.24,0
2,1.44,1,0.85,1
1,1.41,1,1.17,0
2,1.62,2,2.03,1
0,0.74,1,0.94,0
1,2.20,1,1.15,1
0,0.41,2,1.91,0
1,2.27,0,0.25,1
4,2.18,4,2.07,0
1,0.62,3,1.49,1
1,0.64,4,2.20,0
2,1.50,0,0.14,1
0,0.68,0,0.76,0
0,1.56,2,0.94,1
1,0.77,2,2.13,0
0,0.42,2,1.99,1
1,0.20,2,2.05,0
2,2.73,0,0.71,1
2,1.50,0,0.41,0
0,0.88,0,0.30,1
1,1.58,4,2.21,0
4,2.51,1,0.86,1
4,3.54,0,0.41,0
0,2.49,1,0.63,1
0,0.18,0,0.89,0
3,4.43,2,1.57,1
