GH,XGH,GA,XGA,Side
1,0.55,0,0.57,0
2,2.46,2,1.32,1
3,2.28,0,0.46,1
1,1.32,2,0.73,0
1,1.30,0,1.00,1
0,0.44,0,0.37,0
1,1.04,2,1.94,1
2,1.92,2,0.92,0
1,0.86,2,0.80,1
0,1.05,3,2.81,0
1,1.41,1,1.17,1
3,1.92,0,0.28,0
2,2.10,1,0.21,1
1,0.58,3,2.19,0
1,1.63,1,0.65,1
3,2.61,2,1.41,0
3,2.95,3,1.77,1
1,1.32,0,0.36,1
2,1.59,0,1.31,0
1,0.92,1,0.69,0
3,3.37,0,0.35,1
2,1.95,0,0.81,0
0,0.32,1,1.40,1
1,1.20,1,1.01,0
0,0.53,2,1.84,1
1,0.74,3,2.09,0
1,0.55,3,2.27,1
0,0.88,0,0.30,0
1,0.89,4,2.32,1
0,0.79,0,0.21,0
2,1.66,0,0.29,1
2,1.47,2,0.67,0
1,0.97,2,2.01,1
2,0.71,0,0.24,0
