GH,XGH,GA,XGA,Side
1,0.97,0,0.81,0
0,0.23,2,1.40,1
1,0.25,1,0.57,0
1,0.98,2,0.93,1
1,1.02,1,1.13,0
0,1.42,0,0.86,1
0,0.96,0,0.43,0
0,1.52,2,1.45,1
0,1.80,0,0.95,0
0,1.05,3,2.81,1
2,1.92,1,1.08,0
4,2.62,0,1.13,1
2,1.02,0,1.07,0
1,0.71,0,1.12,1
1,1.87,2,0.94,0
1,2.27,0,0.25,0
2,1.20,2,1.05,1
1,2.47,1,1.31,1
4,1.89,2,0.86,0
0,1.56,0,0.79,1
1,0.74,2,1.91,0
3,1.14,1,1.58,1
1,1.80,0,0.35,0
1,0.89,0,0.23,1
2,1.85,2,2.00,0
3,1.35,1,0.40,1
1,0.55,3,2.27,0
2,1.07,1,0.82,1
2,1.60,1,1.81,0
1,0.99,1,1.09,1
2,2.09,0,0.39,0
1,1.23,1,2.48,1
0,0.18,0,0.89,1
1,0.54,2,1.06,0
