GH,XGH,GA,XGA,Side
2,1.91,0,0.79,1
1,0.81,0,0.40,0
3,1.99,1,1.30,1
1,0.98,2,0.93,0
0,1.16,3,2.46,1
2,1.32,0,1.04,0
1,0.62,1,1.14,1
0,0.03,2,1.85,0
2,1.79,0,0.60,1
1,1.44,1,0.98,1
0,0.90,1,0.75,0
2,2.08,0,0.78,1
4,2.39,4,1.25,0
2,2.35,2,1.90,1
1,1.65,1,0.77,0
3,2.61,2,1.41,1
2,1.53,2,1.83,0
3,2.73,1,0.53,0
1,0.64,1,0.90,1
0,0.50,2,2.64,0
1,0.74,2,1.91,1
2,1.20,1,0.90,0
2,1.03,1,0.49,1
0,0.42,2,1.99,0
1,0.33,0,0.97,1
0,0.49,1,0.21,0
0,1.58,1,1.30,0
2,2.05,0,0.22,1
3,2.29,2,1.36,0
2,0.86,0,0.93,1
2,0.75,2,2.57,0
1,1.21,1,1.83,1
1,0.97,2,2.01,0
1,1.69,0,0.28,1
