GH,XGH,GA,XGA,Side
0,1.02,0,1.41,1
2,2.02,1,1.77,0
1,0.54,2,0.52,1
0,2.35,2,3.14,0
2,2.20,2,1.97,1
3,1.78,0,0.31,0
2,1.43,0,0.68,0
0,1.49,3,3.55,1
0,0.84,0,0.59,0
0,1.19,0,0.30,1
6,2.76,1,1.81,0
1,1.20,1,1.08,1
3,1.39,2,1.67,0
2,0.62,2,0.90,1
3,1.74,1,1.82,0
1,1.56,0,0.50,0
3,1.21,2,1.86,1
1,1.00,3,2.60,0
1,1.29,2,1.27,1
1,0.22,3,2.97,1
0,0.85,0,0.16,0
1,1.76,2,1.42,0
2,1.06,1,1.31,1
1,1.33,1,1.53,1
1,2.00,1,0.79,0
1,1.71,2,0.98,1
2,2.35,0,0.61,0
2,1.16,0,0.80,1
3,2.54,2,0.58,0
2,2.08,1,1.27,1
0,0.56,1,0.86,0
1,0.72,3,2.01,1
3,3.81,1,0.64,1
3,1.23,1,1.27,0
1,1.27,1,2.12,0
3,2.74,3,2.62,1
3,2.00,0,0.44,0
1,0.94,1,0.86,1

