GH,XGH,GA,XGA,Side
0,0.45,2,2.02,0
6,4.60,1,0.66,1
1,1.26,1,1.84,0
2,2.47,1,0.55,1
3,4.92,0,0.34,1
0,0.10,5,3.08,0
2,2.91,0,0.23,1
0,0.43,0,1.07,0
5,4.49,0,0.37,1
0,0.44,1,1.94,0
6,2.76,1,1.81,1
3,2.03,1,0.97,1
0,0.83,4,2.96,0
3,2.84,1,0.72,1
1,1.67,2,2.52,0
2,0.53,0,0.74,0
3,1.80,1,1.62,1
2,1.27,3,1.15,1
2,1.56,1,1.35,0
1,0.22,3,2.97,0
2,1.00,1,1.38,1
3,3.12,0,0.10,1
0,0.76,3,2.01,0
2,0.99,1,1.34,0
3,3.03,1,0.70,1
0,0.11,2,2.61,0
6,4.04,0,0.90,1
1,3.68,0,0.40,1
0,0.00,1,1.60,0
3,3.76,1,0.41,1
0,0.66,2,2.32,0
2,3.54,0,0.14,1
1,0.32,3,2.86,0
1,2.06,0,1.20,1
0,0.51,2,0.53,0
0,0.09,1,2.35,0
1,1.09,0,0.54,1
1,0.60,4,2.22,0

