GH,XGH,GA,XGA,Side
1,0.97,2,2.58,0
3,3.27,1,1.44,1
0,1.40,3,1.81,0
2,0.45,1,0.58,0
1,0.79,2,3.01,1
1,0.82,2,2.12,0
0,0.34,2,2.34,0
1,2.65,0,1.14,1
0,0.54,1,1.12,0
0,0.44,1,1.94,1
2,2.41,3,1.63,0
0,0.69,1,1.55,0
3,3.35,1,0.96,1
4,2.71,2,1.09,0
3,1.74,1,1.82,1
0,0.36,2,0.92,0
1,1.75,0,0.45,1
2,1.00,6,2.56,0
5,2.23,0,1.22,1
1,0.28,3,1.21,1
0,1.08,3,1.38,0
0,1.80,1,0.96,1
1,0.94,2,1.93,0
2,1.36,1,0.48,1
1,3.10,0,0.40,1
3,1.21,1,3.02,1
2,1.09,1,0.85,0
2,0.63,0,0.72,0
1,1.77,1,3.46,1
2,2.08,1,1.27,0
2,1.09,1,1.05,0
2,2.57,0,0.56,1
4,2.79,0,0.98,1
1,2.06,0,1.20,0
1,1.00,0,0.14,1
0,1.35,1,0.99,1
1,2.23,0,0.71,0
2,0.88,2,2.07,1

