GH,XGH,GA,XGA,Side
0,0.40,3,2.31,1
6,4.60,1,0.66,0
0,0.20,0,1.06,1
1,0.62,1,0.66,0
0,0.88,1,0.75,1
3,1.80,1,0.69,0
0,0.34,2,2.34,1
1,0.35,1,1.03,0
0,0.64,1,0.66,1
3,2.30,0,0.48,0
1,0.51,0,0.35,1
1,1.18,1,1.44,1
0,0.70,2,0.63,0
1,0.56,2,1.68,1
2,1.07,1,1.56,0
1,2.02,0,0.31,0
0,0.67,1,0.93,1
1,1.00,3,2.60,1
3,1.80,1,1.41,0
1,1.72,0,0.28,0
1,0.62,2,2.66,1
0,0.12,0,0.39,0
0,0.76,3,2.01,1
0,0.73,1,1.06,1
5,2.94,0,0.26,0
1,1.97,2,1.47,1
2,3.03,0,0.13,0
1,1.46,0,0.57,1
1,1.40,0,0.20,0
0,0.34,2,2.16,1
4,1.88,3,1.67,0
2,2.85,0,0.93,0
1,1.62,4,3.62,1
4,2.79,0,0.98,0
1,1.09,2,1.08,1
5,3.59,0,0.16,0
1,0.74,1,1.88,1
1,0.94,1,0.86,0

