GH,XGH,GA,XGA,Side
2,0.89,2,0.72,0
2,2.02,1,1.77,1
2,2.59,2,0.54,0
1,0.62,1,0.66,1
1,1.27,3,1.52,1
2,0.93,0,1.07,0
3,2.32,0,0.54,1
1,1.10,2,1.15,0
2,1.93,0,1.50,1
2,2.51,1,1.67,0
3,2.59,1,0.68,1
0,1.16,0,0.20,0
1,2.48,0,0.88,1
1,3.08,0,1.23,0
1,2.11,1,1.52,1
2,1.73,2,1.63,1
3,1.80,1,1.62,0
2,1.00,6,2.56,1
1,1.89,5,1.89,0
1,1.60,0,0.66,0
0,0.87,1,0.64,1
2,1.78,0,1.53,1
2,1.06,1,1.31,0
0,0.73,1,1.06,0
1,1.36,3,1.86,1
0,0.11,2,2.61,1
1,1.53,0,0.64,0
0,0.22,3,1.14,0
0,0.24,0,0.81,1
3,2.38,2,1.15,0
2,2.24,0,1.24,1
0,0.09,2,2.66,0
1,2.69,0,0.20,1
2,1.66,0,1.29,0
4,1.52,0,0.31,1
0,0.26,0,1.15,0
2,1.76,0,0.47,1
2,0.88,2,2.07,0

