GH,XGH,GA,XGA,Side
2,1.42,0,0.46,0
3,1.64,2,1.57,1
1,1.81,0,0.54,0
2,2.68,2,1.52,1
2,2.20,2,1.97,0
1,0.82,2,2.12,1
2,2.91,0,0.23,0
1,1.03,0,1.44,1
0,1.71,1,0.68,0
1,1.01,0,1.38,1
3,2.59,1,0.68,0
2,1.94,1,0.77,0
1,0.86,1,1.13,1
1,0.56,2,1.68,0
3,1.25,1,1.53,1
1,1.81,0,0.95,0
1,0.26,2,1.61,1
2,0.89,0,0.83,0
1,1.39,1,0.79,1
1,1.60,0,0.66,1
2,0.64,2,0.69,0
0,0.38,1,2.27,1
2,2.64,1,0.64,0
4,3.46,2,2.37,0
0,1.84,0,0.28,1
1,1.32,3,1.83,1
2,1.92,1,1.21,0
1,1.40,0,0.20,1
1,1.44,2,0.13,0
0,0.56,1,0.86,1
3,3.12,0,0.44,0
0,0.21,5,2.77,1
0,0.59,2,0.82,1
0,2.60,0,0.12,0
1,1.00,0,0.14,0
1,1.20,1,0.44,1
1,2.36,1,1.91,0
1,0.60,4,2.22,1

