GH,XGH,GA,XGA,Side
2,1.51,1,1.74,0
2,0.22,0,1.09,1
1,0.54,2,0.52,0
1,0.98,2,1.23,1
4,2.23,2,1.83,0
3,1.80,1,0.69,1
0,0.40,2,1.34,0
1,1.10,2,1.15,1
3,2.92,1,0.93,0
1,1.95,1,1.56,1
0,0.92,1,2.18,0
0,1.51,0,0.37,1
1,0.86,1,1.13,0
2,1.42,0,1.20,1
1,1.48,1,1.22,0
0,0.36,2,0.92,1
1,0.40,0,0.90,0
0,2.40,1,0.46,0
2,1.56,1,1.35,1
0,1.52,1,0.49,1
0,0.87,1,0.64,0
1,1.76,2,1.42,1
4,2.22,3,1.34,0
1,0.58,1,1.13,0
0,1.40,1,1.50,1
3,1.21,1,3.02,0
1,0.95,4,1.58,1
2,1.92,1,1.21,1
2,1.37,1,0.79,0
3,2.13,1,0.15,1
1,1.17,2,0.61,0
2,1.89,0,0.79,1
1,1.62,4,3.62,0
0,0.88,1,0.95,1
2,1.37,2,0.81,0
3,3.68,0,0.60,1
1,1.09,0,0.54,0
0,0.35,0,1.27,1

