GH,XGH,GA,XGA,Side
2,1.51,1,1.74,1
3,1.64,2,1.57,0
0,1.40,3,1.81,1
0,1.10,2,2.90,0
1,1.18,2,1.65,0
1,0.62,1,1.12,1
3,1.30,1,0.87,0
3,2.41,2,1.56,1
2,2.21,2,1.11,0
2,2.51,1,1.67,1
1,1.93,2,3.29,0
3,2.03,1,0.97,0
0,1.34,0,1.05,1
2,0.62,2,0.90,0
2,1.34,2,1.73,1
4,3.15,1,1.23,1
3,2.60,1,0.66,0
1,1.27,5,2.73,0
3,1.80,1,1.41,1
4,3.42,1,0.71,1
0,0.69,2,2.68,0
0,1.80,1,0.96,0
2,2.64,1,0.64,1
2,3.23,2,0.93,1
0,1.40,1,1.50,0
0,2.19,3,2.13,0
0,0.47,0,0.38,1
1,1.69,3,1.54,0
3,2.54,2,0.58,1
2,1.53,0,2.37,0
2,1.98,1,1.35,1
2,1.65,1,2.04,0
2,2.65,1,1.43,1
4,1.52,0,0.31,0
0,0.51,2,0.53,1
1,1.12,1,1.63,1
1,0.74,1,1.88,0
0,1.90,2,1.71,1

