Home,Away
Chievo,Juventus
Roma,Fiorentina
Atalanta,Verona
AC Milan,Lazio
Palermo,Sampdoria
Cesena,Parma
Genoa,Napoli
Sassuolo,Cagliari
Torino,Inter
Udinese,Empoli
Empoli,Roma
Juventus,Udinese
Sampdoria,Torino
Lazio,Cesena
Napoli,Chievo
Fiorentina,Genoa
Cagliari,Atalanta
Inter,Sassuolo
Parma,AC Milan
Verona,Palermo
Cesena,Empoli
AC Milan,Juventus
Chievo,Parma
Genoa,Lazio
Roma,Cagliari
Sassuolo,Sampdoria
Udinese,Napoli
Atalanta,Fiorentina
Torino,Verona
Palermo,Inter
Empoli,AC Milan
Fiorentina,Sassuolo
Verona,Genoa
Inter,Atalanta
Juventus,Cesena
Cagliari,Torino
Napoli,Palermo
Parma,Roma
Sampdoria,Chievo
Lazio,Udinese
Roma,Verona
Atalanta,Juventus
Sassuolo,Napoli
Torino,Fiorentina
Cesena,AC Milan
Chievo,Empoli
Inter,Cagliari
Genoa,Sampdoria
Udinese,Parma
Palermo,Lazio
Verona,Cagliari
AC Milan,Chievo
Empoli,Palermo
Parma,Genoa
Sampdoria,Atalanta
Udinese,Cesena
Lazio,Sassuolo
Juventus,Roma
Fiorentina,Inter
Napoli,Torino
Roma,Chievo
Sassuolo,Juventus
Fiorentina,Lazio
Palermo,Cesena
Verona,AC Milan
Atalanta,Parma
Cagliari,Sampdoria
Torino,Udinese
Inter,Napoli
Genoa,Empoli
Empoli,Cagliari
Parma,Sassuolo
Sampdoria,Roma
Udinese,Atalanta
Juventus,Palermo
Chievo,Genoa
Napoli,Verona
Lazio,Torino
Cesena,Inter
AC Milan,Fiorentina
Sassuolo,Empoli
Torino,Parma
Inter,Sampdoria
Palermo,Chievo
Roma,Cesena
Atalanta,Napoli
Cagliari,AC Milan
Fiorentina,Udinese
Genoa,Juventus
Verona,Lazio
Napoli,Roma
Empoli,Juventus
Parma,Inter
Sampdoria,Fiorentina
Torino,Atalanta
Udinese,Genoa
Chievo,Sassuolo
AC Milan,Palermo
Cesena,Verona
Lazio,Cagliari
Sassuolo,Atalanta
Sampdoria,AC Milan
Cagliari,Genoa
Chievo,Cesena
Empoli,Lazio
Juventus,Parma
Palermo,Udinese
Fiorentina,Napoli
Inter,Verona
Roma,Torino
Atalanta,Roma
Lazio,Juventus
Torino,Sassuolo
Udinese,Chievo
Napoli,Cagliari
Parma,Empoli
Cesena,Sampdoria
Verona,Fiorentina
AC Milan,Inter
Genoa,Palermo
Sassuolo,Verona
Chievo,Lazio
Empoli,Atalanta
AC Milan,Udinese
Palermo,Parma
Cagliari,Fiorentina
Cesena,Genoa
Juventus,Torino
Roma,Inter
Sampdoria,Napoli
Fiorentina,Juventus
Roma,Sassuolo
Torino,Palermo
Napoli,Empoli
Parma,Lazio
Genoa,AC Milan
Atalanta,Cesena
Inter,Udinese
Cagliari,Chievo
Verona,Sampdoria
Palermo,Sassuolo
Lazio,Atalanta
Juventus,Sampdoria
Genoa,Roma
Parma,Cagliari
Udinese,Verona
Cesena,Fiorentina
AC Milan,Napoli
Empoli,Torino
Chievo,Inter
Cagliari,Juventus
Napoli,Parma
Sassuolo,Cesena
Roma,AC Milan
Verona,Chievo
Sampdoria,Udinese
Fiorentina,Empoli
Atalanta,Palermo
Torino,Genoa
Inter,Lazio
Lazio,Sampdoria
Udinese,Roma
AC Milan,Sassuolo
Palermo,Cagliari
Parma,Fiorentina
Empoli,Verona
Genoa,Atalanta
Chievo,Torino
Cesena,Napoli
Juventus,Inter
Sassuolo,Udinese
Torino,AC Milan
Inter,Genoa
Atalanta,Chievo
Cagliari,Cesena
Fiorentina,Palermo
Verona,Parma
