GH,XGH,GA,XGA,Side
1,0.98,0,0.03,1
0,0.83,1,0.46,0
0,0.36,1,0.34,1
4,2.08,0,0.60,1
0,0.30,1,1.43,0
1,1.62,1,0.23,1
1,0.34,1,0.51,0
0,0.42,0,0.23,1
0,0.56,1,1.20,0
0,1.46,1,0.93,1
2,1.43,1,0.83,0
1,1.19,0,0.60,1
2,2.07,2,1.59,0
0,0.62,0,0.20,1
2,1.47,0,0.60,0
0,0.54,0,1.53,1
1,1.30,0,0.73,0
1,0.20,1,0.72,0
0,0.78,0,0.23,1
0,0.68,2,1.29,0
2,0.98,1,0.38,1
1,0.98,0,0.56,0
2,0.95,1,1.21,1
3,1.09,0,0.30,0
1,1.31,2,1.98,1
1,0.92,1,1.49,0
1,0.50,1,2.15,1
0,1.33,0,0.11,0
1,1.82,0,0.07,1
1,0.45,0,0.59,0
