GH,XGH,GA,XGA,Side
0,0.25,2,1.22,1
1,1.88,0,0.76,0
1,0.84,1,1.06,1
4,2.08,0,0.60,0
1,2.67,0,0.39,1
0,0.22,0,0.35,1
1,1.16,0,0.41,0
1,1.35,2,0.38,1
2,1.46,1,0.21,0
2,1.61,3,1.71,1
0,0.90,0,0.99,0
0,1.42,3,1.13,1
2,1.73,1,1.03,0
3,1.48,0,0.09,0
1,1.61,2,0.93,0
1,1.83,1,0.12,1
2,2.17,1,1.42,0
1,0.20,1,0.72,1
4,4.37,0,0.20,0
2,0.53,0,1.51,0
1,0.97,1,0.35,1
3,2.33,2,2.31,0
0,0.71,0,1.87,1
2,1.47,0,0.17,0
2,1.62,1,0.63,1
2,1.42,1,1.25,0
3,1.47,1,1.08,1
0,0.75,4,4.18,1
2,1.07,2,2.76,1
4,2.97,1,0.75,0
