GH,XGH,GA,XGA,Side
0,0.55,1,0.58,1
1,1.23,2,2.01,0
3,3.41,0,0.37,1
2,3.14,1,2.95,0
3,1.28,1,1.01,1
1,1.74,0,0.48,0
0,0.75,3,2.77,1
2,1.86,3,1.45,0
0,1.55,2,3.64,1
1,1.53,3,2.29,1
3,2.98,3,1.73,0
2,1.36,0,0.15,1
0,0.87,0,0.32,0
2,2.44,1,0.63,1
1,1.31,3,1.19,0
0,0.75,0,0.60,1
2,1.53,0,0.26,0
1,1.80,0,0.65,0
1,0.85,0,1.92,1
0,0.64,1,0.86,0
2,1.00,1,0.98,1
3,1.84,2,1.17,0
3,2.62,1,0.81,1
1,0.65,2,0.72,0
0,1.18,0,1.02,1
2,3.95,0,0.14,0
1,1.15,1,0.69,0
4,3.61,2,0.78,1
1,1.01,1,1.77,0
2,1.81,3,1.14,1
2,0.55,1,0.49,0
0,0.97,0,0.57,1
1,0.87,3,3.90,0
0,1.49,0,0.87,1
