GH,XGH,GA,XGA,Side
0,0.55,1,0.58,0
0,0.05,4,3.63,1
0,0.83,1,1.25,0
0,0.18,0,0.73,1
0,1.23,1,1.47,0
0,0.72,1,1.16,1
1,1.34,1,0.64,0
2,1.19,0,0.74,1
1,1.33,0,1.63,0
0,0.66,1,0.70,1
1,1.08,1,0.26,0
0,1.28,0,0.94,0
3,2.74,1,0.58,1
4,1.50,0,0.37,0
1,0.49,1,1.13,1
2,2.50,0,1.01,0
0,0.46,1,0.72,1
1,1.80,0,0.65,1
2,2.19,0,0.15,0
2,2.86,1,0.23,1
2,1.37,0,0.55,0
2,1.85,0,0.57,1
1,0.90,1,1.01,0
1,1.40,1,1.14,1
1,2.64,1,1.55,0
3,1.87,3,3.11,1
2,1.12,1,0.67,0
3,1.87,0,0.86,1
1,2.05,0,0.31,1
2,1.25,0,0.35,0
2,1.17,2,1.23,1
2,1.82,1,2.38,0
1,1.94,2,2.28,1
3,3.09,2,2.93,0
