GH,XGH,GA,XGA,Side
1,2.99,3,1.85,1
3,1.32,2,1.90,0
1,2.52,4,1.96,1
2,1.48,1,1.03,0
0,3.31,1,1.09,1
1,0.81,3,1.82,0
1,2.46,3,1.19,1
2,1.91,2,2.37,0
1,1.33,0,1.63,1
4,2.87,3,2.40,0
2,2.13,0,1.09,1
4,4.71,0,0.28,0
0,0.92,4,2.23,1
4,2.12,1,0.70,0
1,1.50,1,0.89,1
0,0.75,0,0.60,0
3,1.78,1,1.33,1
1,2.33,3,2.64,0
2,2.70,1,1.77,1
2,2.37,4,3.36,0
2,1.27,0,1.13,1
1,0.99,1,1.68,0
1,3.13,2,1.60,1
4,3.24,0,0.28,0
5,3.83,1,0.92,1
3,1.87,3,3.11,0
0,0.64,2,2.29,1
2,2.22,2,0.48,0
1,0.96,3,0.73,1
1,1.28,0,0.43,0
0,0.48,3,3.54,1
6,2.87,2,0.81,0
1,0.87,3,3.90,1
3,2.79,1,0.97,0
