GH,XGH,GA,XGA,Side
2,1.81,2,1.86,1
1,1.06,1,0.79,0
0,0.29,0,1.39,1
0,1.36,1,0.28,0
0,0.20,3,1.72,1
2,1.92,1,1.20,1
2,1.97,2,0.51,0
2,1.86,3,1.45,1
0,1.43,2,2.54,0
0,0.59,1,0.98,1
2,2.13,0,1.09,0
1,1.70,1,1.16,1
3,2.74,1,0.58,0
0,0.51,0,0.93,1
0,1.06,1,1.55,0
0,0.26,4,1.99,1
3,1.04,2,2.23,0
1,1.29,2,2.77,0
0,0.09,2,1.56,1
0,0.58,2,2.07,0
1,1.08,2,1.57,1
3,3.08,1,0.61,0
2,2.21,2,1.16,0
0,0.42,2,3.36,1
0,1.18,0,1.02,0
2,1.36,2,1.28,1
1,1.31,1,1.38,0
2,2.22,2,0.48,1
1,0.71,2,1.04,0
2,1.25,0,0.35,1
4,2.57,1,1.03,0
1,1.19,2,0.85,1
1,1.36,2,1.26,0
0,0.36,2,1.87,1
