GH,XGH,GA,XGA,Side
4,2.42,0,0.19,0
1,1.23,2,2.01,1
2,3.23,1,0.76,0
0,0.44,3,1.03,1
1,0.54,0,0.40,0
4,2.85,2,1.92,1
1,2.46,3,1.19,0
2,1.46,0,0.81,1
1,0.99,5,3.51,0
3,2.26,1,0.77,1
1,2.32,4,1.29,0
0,1.28,0,0.94,1
2,2.62,1,2.20,1
3,2.08,3,1.66,0
3,2.16,1,2.29,1
5,2.75,0,0.38,0
3,1.04,2,2.23,1
1,0.97,3,2.60,1
1,0.85,0,1.92,0
5,3.16,1,1.68,1
3,1.48,2,2.07,0
1,0.91,0,0.57,1
2,1.81,2,1.81,0
4,3.24,0,0.28,1
2,0.86,1,1.07,0
3,1.87,0,0.08,1
2,0.11,1,2.15,0
5,2.41,0,0.28,1
1,2.05,0,0.31,0
2,1.64,0,0.73,0
3,2.90,1,1.18,1
1,0.28,1,0.34,0
2,1.24,1,1.96,1
0,0.36,2,1.87,0
