GH,XGH,GA,XGA,Side
5,3.23,0,0.15,0
3,1.32,2,1.90,1
2,1.67,1,1.44,0
0,0.44,3,1.03,0
0,0.91,0,0.22,1
0,0.72,1,1.16,0
0,0.58,1,1.28,1
3,2.04,0,0.32,0
0,0.47,0,0.88,1
0,0.59,1,3.12,0
1,2.45,2,0.84,1
1,1.70,1,1.16,0
3,1.47,1,2.31,1
1,0.98,3,1.13,0
1,1.31,3,1.19,1
1,2.00,1,0.21,0
0,1.24,1,2.50,1
1,0.38,2,1.95,1
2,2.70,1,1.77,0
1,0.20,1,1.37,1
3,1.48,2,2.07,1
0,0.45,0,0.81,0
1,0.90,1,1.01,1
3,2.61,2,0.83,0
2,1.10,0,0.23,1
1,1.46,0,1.04,0
1,2.28,3,2.22,1
0,1.16,3,2.17,0
1,0.71,2,1.04,1
3,1.91,0,0.62,0
2,1.90,1,2.53,1
0,0.97,0,0.57,0
0,0.43,1,1.96,1
1,1.03,3,2.10,0
