GH,XGH,GA,XGA,Side
1,0.87,1,1.16,1
2,2.03,0,0.52,0
2,1.62,2,0.93,1
1,0.92,1,0.75,0
1,0.84,0,0.24,0
1,1.08,2,2.28,1
1,1.67,1,1.12,0
1,1.11,1,0.84,1
4,2.85,1,0.63,0
0,0.08,2,1.97,1
0,1.25,0,0.53,0
0,0.24,2,1.29,1
0,0.17,2,2.39,1
3,2.47,2,0.81,0
0,1.41,1,0.64,1
1,1.45,1,1.07,0
1,1.16,1,1.50,1
3,1.47,0,0.27,0
0,2.97,1,1.13,1
1,2.47,1,1.20,0
1,1.74,1,0.67,1
0,1.62,0,0.55,0
2,1.54,1,1.36,1
3,1.31,3,2.40,1
5,4.18,2,0.36,0
3,2.44,1,1.29,1
2,2.05,0,0.59,0
0,1.17,3,2.77,1
1,0.61,1,0.78,0
1,0.69,2,1.25,1
0,1.01,1,0.74,0
3,3.61,0,0.31,0
1,2.02,2,1.11,1
1,2.21,0,1.93,0
2,2.66,1,1.42,1
1,0.52,0,0.48,0
2,1.65,1,1.30,1
3,0.79,2,1.36,0
