GH,XGH,GA,XGA,Side
2,2.17,1,1.15,0
2,1.71,2,1.36,1
2,1.29,2,1.03,0
5,2.73,0,0.97,1
0,0.36,0,1.17,0
2,0.70,1,0.68,1
0,0.38,4,1.81,0
2,2.26,1,0.68,1
0,0.65,1,1.27,0
2,1.10,0,0.26,1
0,0.48,0,1.28,0
1,1.20,0,0.30,1
0,0.17,2,2.39,0
2,0.67,1,0.52,1
3,1.62,2,1.52,0
0,1.43,0,0.23,1
1,0.80,3,3.82,0
2,1.36,1,1.06,1
1,0.32,5,2.93,0
3,1.85,1,1.04,1
2,0.56,4,3.38,0
5,2.69,1,0.24,1
0,0.55,2,1.56,0
1,2.27,0,0.08,1
1,0.56,0,0.22,0
1,1.40,1,0.59,1
1,0.80,1,0.91,0
3,3.33,1,0.28,1
0,0.29,1,2.03,0
3,2.46,1,0.47,1
3,2.75,1,0.47,0
3,3.61,0,0.31,1
2,1.89,0,0.32,0
6,2.64,0,0.18,1
1,0.32,0,0.64,0
2,2.53,1,0.17,1
1,0.46,2,1.71,0
4,3.96,0,0.84,1
