GH,XGH,GA,XGA,Side
1,1.24,3,1.08,1
2,1.05,1,1.02,0
2,1.29,2,1.03,1
1,0.99,2,0.68,0
0,0.72,1,0.69,1
2,1.57,0,1.11,0
1,0.84,0,0.30,1
3,1.60,1,0.55,0
2,1.60,0,0.55,1
1,0.58,1,0.70,0
0,1.12,1,0.85,0
1,0.48,3,2.15,1
2,1.62,2,0.64,0
1,0.28,0,0.92,1
0,1.41,1,0.64,0
3,1.76,0,1.40,1
2,1.26,3,1.95,0
0,0.51,1,1.14,1
0,1.94,1,1.23,0
1,1.13,1,0.94,0
2,1.31,2,1.18,1
5,2.69,1,0.24,0
1,2.10,1,0.67,1
0,0.98,0,0.59,0
1,2.54,2,1.03,1
3,0.98,2,1.49,0
1,0.33,3,1.08,1
1,1.06,0,1.03,0
1,1.84,1,0.75,1
0,0.52,0,0.68,1
1,2.19,0,0.63,0
2,0.72,0,1.04,1
2,2.56,0,0.41,0
1,2.21,0,1.93,1
1,1.70,0,0.70,0
0,0.57,0,0.60,1
2,1.75,1,0.93,0
2,0.64,1,1.10,1
