GH,XGH,GA,XGA,Side
1,1.64,0,0.78,1
0,2.24,1,0.79,0
2,1.32,2,0.91,1
3,1.30,2,1.35,0
0,0.46,1,0.73,1
2,0.58,1,0.38,0
2,1.27,4,2.02,1
0,1.72,1,1.67,0
1,1.06,1,2.05,1
2,1.10,0,0.26,0
0,1.12,1,0.85,1
1,0.86,0,1.21,1
1,1.52,1,0.65,0
0,0.46,3,1.60,1
3,1.52,0,0.85,0
4,2.75,1,1.49,1
2,1.59,0,0.65,0
1,0.93,3,1.40,1
0,2.97,1,1.13,0
4,2.94,0,0.41,0
4,1.91,1,1.78,1
1,1.19,1,0.98,0
0,0.70,2,2.34,1
2,2.28,2,0.71,0
1,0.99,3,3.01,1
5,2.44,0,0.21,0
0,0.64,0,1.05,1
3,1.02,1,0.77,0
0,0.29,1,2.03,1
0,0.52,0,0.68,0
3,1.34,1,1.81,0
0,0.42,3,3.06,1
4,1.83,0,0.70,0
2,2.65,2,2.25,1
0,1.37,2,0.84,0
2,1.30,0,0.45,1
0,2.01,0,0.17,0
3,0.79,2,1.36,1
