GH,XGH,GA,XGA,Side
0,1.82,1,0.87,1
2,0.97,1,0.97,0
1,2.75,1,0.64,1
0,0.38,2,2.18,0
1,1.99,1,0.51,1
2,0.70,1,0.68,0
3,3.40,1,0.14,1
0,0.36,0,0.90,0
2,3.14,0,0.11,1
1,0.33,0,0.55,0
2,1.47,1,0.75,1
1,0.48,3,2.15,0
1,1.01,0,0.58,1
0,0.46,3,1.60,0
0,0.39,2,0.34,0
3,1.68,1,0.89,1
2,1.00,3,1.67,0
3,1.47,0,0.27,1
1,0.77,2,1.24,0
0,0.34,4,2.68,0
1,0.69,0,0.20,1
0,0.18,4,3.69,0
1,0.72,0,0.18,1
0,0.27,2,1.58,0
1,0.56,0,0.22,1
0,0.25,0,0.82,0
2,1.98,0,0.36,1
0,0.66,2,1.17,0
1,1.49,0,0.42,1
1,1.59,4,1.75,0
1,2.19,0,0.63,1
1,1.46,2,0.77,0
4,1.83,0,0.70,1
3,3.53,0,0.20,1
1,2.42,2,1.47,0
2,0.98,0,0.51,1
2,1.65,1,1.30,0
5,2.79,0,0.17,1
