GH,XGH,GA,XGA,Side
2,1.93,0,0.59,0
2,1.05,1,1.02,1
1,1.86,0,0.83,0
3,1.30,2,1.35,1
2,1.07,3,0.65,0
1,0.66,0,0.95,0
0,0.38,4,1.81,1
1,0.34,1,0.79,0
2,1.94,1,0.10,1
1,1.50,0,0.18,1
1,0.37,3,1.98,0
0,0.44,0,1.29,1
1,1.01,0,0.58,0
4,3.70,1,1.15,1
0,0.41,0,0.86,0
1,1.45,1,1.07,1
2,1.03,4,3.94,0
0,1.77,1,1.25,1
1,1.03,1,1.20,0
2,1.05,0,0.82,1
2,1.31,2,1.18,0
3,2.32,0,1.76,1
0,0.70,2,2.34,0
1,1.93,1,1.45,1
2,0.74,1,1.08,1
1,1.40,1,0.59,0
1,1.34,0,0.68,1
2,1.66,0,1.20,0
0,0.99,0,0.74,0
1,1.51,1,0.72,1
2,1.34,1,1.52,0
1,1.46,2,0.77,1
0,0.35,1,1.44,0
0,1.03,0,0.26,1
2,2.66,1,1.42,0
3,3.59,3,0.65,1
0,1.08,1,1.24,0
1,1.37,3,2.28,1
