GH,XGH,GA,XGA,Side
3,2.41,0,0.59,1
0,1.30,1,1.92,0
1,1.10,1,0.77,1
6,4.53,1,1.42,0
1,1.73,3,2.15,1
0,0.71,2,1.44,0
2,3.19,0,0.56,1
2,2.68,4,2.57,0
3,2.02,3,3.06,0
2,1.31,2,0.32,1
0,0.67,1,1.07,0
5,4.03,0,1.02,1
1,0.34,1,1.04,0
1,1.88,0,0.27,1
0,0.35,3,2.48,0
1,0.95,1,1.01,0
3,3.25,0,0.22,1
2,1.37,0,1.61,0
3,1.63,1,1.23,1
0,1.49,3,2.26,0
2,3.93,0,0.12,1
0,0.15,2,2.29,0
2,1.98,2,0.68,1
6,5.85,3,1.28,1
2,1.96,2,1.04,0
1,1.63,0,0.11,1
3,0.97,0,0.99,0
1,1.39,1,1.18,1
1,1.09,2,3.67,0
2,1.49,3,1.32,1
1,0.46,3,3.49,0
0,1.12,0,0.17,1
2,2.14,3,1.31,0
5,3.23,1,0.93,1
1,1.23,1,2.02,0
2,1.74,1,0.64,1
3,2.76,3,1.97,0
2,2.63,1,0.45,1
