GH,XGH,GA,XGA,Side
3,2.15,2,0.25,1
1,1.15,4,1.82,0
0,0.80,1,1.94,0
6,4.53,1,1.42,1
4,2.95,0,0.88,0
3,2.75,0,1.25,1
0,1.04,4,2.53,0
1,0.94,1,0.95,1
3,1.80,2,1.87,0
2,2.03,0,0.38,1
0,1.38,2,0.89,0
6,2.95,0,0.30,1
1,1.41,1,0.88,0
1,0.38,2,4.41,1
1,0.58,0,0.38,0
1,0.45,0,0.72,1
3,1.46,2,1.39,1
0,0.29,4,2.60,0
2,2.05,1,1.16,1
0,0.62,0,0.87,0
2,1.24,2,1.08,1
3,2.41,1,0.09,1
2,1.98,2,0.68,0
3,1.38,2,0.98,1
0,0.53,4,2.26,0
4,2.42,0,0.30,1
3,1.42,3,2.21,0
2,2.85,1,0.52,1
1,1.40,3,1.00,0
2,1.77,1,0.92,1
1,1.91,1,1.06,0
2,0.34,1,0.33,1
7,3.22,1,1.63,0
3,3.18,1,0.20,0
0,0.53,0,0.82,1
1,1.05,2,1.22,0
1,2.31,0,0.56,1
0,0.71,3,2.57,0
