GH,XGH,GA,XGA,Side
3,1.91,0,1.08,1
3,3.20,0,1.11,0
0,0.51,2,1.83,1
1,0.86,1,0.85,0
0,0.35,0,0.94,1
1,1.49,0,0.38,0
0,1.04,4,2.53,1
2,1.27,2,1.54,1
1,0.74,0,0.61,0
0,0.67,1,1.07,1
0,2.46,3,1.52,0
3,0.78,1,1.32,1
3,1.48,0,0.39,0
3,2.14,0,0.20,0
1,2.95,2,1.15,0
1,0.69,0,1.23,1
3,1.62,1,0.51,0
3,0.71,0,0.63,0
1,0.76,1,0.25,1
0,1.48,1,1.20,0
1,0.53,2,1.68,1
1,0.65,0,0.55,0
2,1.44,1,0.86,1
0,0.28,3,1.95,1
2,2.17,2,0.63,0
2,0.89,2,2.09,1
1,0.97,2,1.82,1
2,1.78,1,0.87,0
1,0.61,1,0.73,1
2,1.77,1,0.92,0
0,0.75,1,1.24,1
2,2.55,1,0.67,0
2,1.56,2,0.80,1
5,3.23,1,0.93,0
3,2.13,1,0.50,1
2,1.06,3,2.92,0
2,2.47,1,1.83,1
5,1.72,0,0.52,0
