GH,XGH,GA,XGA,Side
2,1.11,2,1.78,1
0,0.71,2,1.47,0
1,1.10,1,0.77,0
1,0.86,1,0.85,1
1,0.68,1,2.04,0
0,2.00,1,1.60,1
2,1.76,2,1.68,0
3,1.00,3,1.57,1
0,1.31,2,2.03,0
0,1.18,1,0.42,1
2,1.63,2,0.38,0
0,0.66,5,2.78,1
1,0.85,1,0.31,0
3,1.18,0,0.30,0
1,0.39,2,1.26,1
1,0.45,0,0.72,0
1,1.20,1,1.17,1
1,1.14,0,0.23,0
2,2.68,1,1.32,1
1,1.34,1,1.16,0
3,1.89,1,0.34,1
1,1.07,0,0.42,0
1,1.52,0,0.06,1
2,0.29,1,1.00,0
0,0.53,4,2.26,1
0,1.25,1,0.66,1
1,0.97,2,1.82,0
3,2.58,0,0.80,1
0,1.12,0,0.89,0
2,1.97,1,2.07,0
3,1.74,0,0.57,1
1,0.91,1,1.45,1
1,1.24,1,0.99,1
2,2.82,0,0.81,0
1,1.23,1,2.02,1
1,1.19,2,1.68,0
0,0.60,2,0.92,1
2,0.82,1,1.81,0
