GH,XGH,GA,XGA,Side
1,0.56,3,1.46,0
0,0.06,3,2.51,1
2,1.41,0,0.46,0
2,1.86,0,0.57,1
2,0.76,1,0.83,0
1,1.49,0,0.38,1
3,3.22,1,1.18,0
1,0.95,1,0.57,1
2,3.83,0,0.74,1
2,0.75,1,0.86,0
1,0.62,1,0.35,1
6,2.95,0,0.30,0
1,0.85,1,0.31,1
1,1.88,0,0.27,0
0,0.42,0,0.63,1
0,1.01,1,0.74,0
4,2.08,0,0.27,1
0,0.82,0,0.23,0
2,1.80,1,0.34,1
0,0.60,2,1.08,0
0,0.48,2,2.11,1
3,1.96,1,0.18,0
0,0.23,3,1.67,1
0,1.92,1,0.64,0
0,0.28,0,0.96,1
1,1.45,1,1.02,0
2,1.73,2,0.96,1
3,2.58,0,0.80,0
2,1.50,5,2.25,1
2,1.22,0,0.38,0
2,0.89,1,2.63,1
4,2.73,0,0.27,1
2,1.56,2,0.80,0
3,3.18,1,0.20,1
2,2.01,2,2.20,0
3,2.25,1,0.20,0
3,2.76,3,1.97,1
2,1.93,1,0.48,0
