GH,XGH,GA,XGA,Side
4,1.73,0,0.29,0
3,3.20,0,1.11,1
1,1.91,1,0.64,0
2,1.86,0,0.57,0
0,0.60,1,0.29,1
3,2.75,0,1.25,0
1,1.39,2,0.57,1
1,1.56,1,0.67,0
3,2.02,3,3.06,1
1,1.85,2,1.16,0
2,1.63,2,0.38,1
3,2.43,0,0.89,0
2,1.41,1,0.70,1
2,1.28,2,1.64,0
0,0.22,0,2.23,1
2,0.39,1,2.27,1
0,0.59,3,2.17,0
2,1.72,1,1.28,1
3,2.03,0,1.83,0
0,0.60,2,1.08,1
2,3.93,0,0.12,0
3,2.65,2,1.21,1
2,1.44,1,0.86,0
0,0.31,2,0.84,1
2,0.96,1,1.63,1
5,4.63,2,0.54,0
0,0.37,0,0.62,1
2,1.08,0,0.87,0
1,1.40,3,1.00,1
2,1.81,2,0.94,0
2,2.18,2,1.66,1
1,0.91,1,1.45,0
0,1.49,1,0.24,1
3,0.79,1,2.02,0
1,0.67,1,1.14,1
2,2.37,1,1.02,0
3,0.82,2,1.26,1
1,0.81,0,0.34,0
