GH,XGH,GA,XGA,Side
3,2.41,0,0.59,0
1,1.15,4,1.82,1
2,1.33,2,1.21,0
2,1.26,1,1.55,1
2,1.68,1,0.51,0
0,1.85,1,1.73,1
3,3.51,3,1.69,0
1,1.56,1,0.67,1
1,0.70,2,2.56,1
1,0.72,2,0.69,0
1,0.33,0,1.01,1
1,1.30,0,0.57,0
3,1.46,1,1.29,1
3,1.06,1,1.68,1
2,0.88,1,0.88,0
3,1.75,2,1.14,1
4,2.08,0,0.27,0
3,0.71,0,0.63,1
2,2.68,1,1.32,0
1,1.10,1,0.78,1
8,4.27,0,0.15,0
3,2.65,2,1.21,0
2,1.44,1,0.62,1
3,1.90,2,0.89,1
4,2.42,0,0.30,0
0,0.37,0,0.28,0
2,1.53,0,0.61,1
2,1.96,2,1.78,0
1,0.96,1,1.06,1
2,2.31,2,1.11,0
1,0.46,3,3.49,1
0,0.78,1,0.86,0
1,1.14,1,0.44,0
2,0.71,5,2.46,1
3,2.01,1,1.32,0
3,2.25,1,0.20,1
2,2.47,1,1.83,0
2,0.82,1,1.81,1
