GH,XGH,GA,XGA,Side
2,1.11,2,1.78,0
2,2.15,0,0.53,1
3,0.93,3,0.92,0
2,2.77,1,0.57,1
0,0.35,0,0.94,0
0,0.91,1,0.73,0
3,3.22,1,1.18,1
6,2.41,2,2.20,0
1,1.00,1,1.17,1
1,1.11,0,0.76,0
0,1.38,2,0.89,1
1,0.82,0,0.33,0
1,0.34,1,1.04,1
1,1.04,0,1.22,0
3,1.55,0,0.34,1
3,1.75,2,1.14,0
0,0.59,3,2.17,1
1,1.80,0,0.57,0
0,0.34,2,0.94,1
0,1.39,1,0.71,0
0,0.55,2,0.95,1
0,0.54,1,0.44,0
3,2.42,1,0.70,1
0,0.31,2,0.84,0
3,2.20,2,1.16,1
1,1.63,0,0.11,0
0,1.85,0,0.15,1
2,2.85,1,0.52,0
0,1.12,0,0.89,1
0,0.39,2,0.92,1
2,0.89,1,2.63,0
2,2.55,1,0.67,1
1,1.85,3,1.54,0
0,1.06,1,0.64,1
3,2.01,1,1.32,1
1,2.30,3,3.13,0
4,2.62,2,0.85,1
0,0.31,4,1.97,0
