GH,XGH,GA,XGA,Side
1,1.34,1,1.87,1
1,1.92,2,0.43,0
0,0.72,1,0.57,1
2,2.77,1,0.57,0
0,0.74,0,0.20,1
0,0.64,1,1.21,1
0,1.06,1,0.63,0
2,0.81,1,1.28,1
2,1.27,2,1.54,0
0,0.28,5,3.28,1
1,0.59,0,1.14,0
3,2.43,0,0.89,1
3,1.46,1,1.29,0
3,1.18,0,0.30,1
2,1.70,0,0.45,0
0,1.01,1,0.74,1
3,1.46,2,1.39,0
1,2.48,0,0.55,1
3,1.63,1,1.23,0
0,1.39,1,0.71,1
3,1.89,1,0.34,0
1,0.65,0,0.55,1
1,1.49,0,0.05,0
2,0.96,1,1.63,0
1,2.06,0,1.41,1
0,0.37,0,0.28,1
2,1.63,0,0.31,0
0,0.29,2,2.03,1
1,1.76,0,0.37,0
1,0.96,1,1.64,0
0,0.46,2,1.98,1
4,2.73,0,0.27,0
2,2.14,3,1.31,1
2,2.88,1,0.99,0
3,1.17,1,0.57,1
3,1.43,0,0.83,0
1,0.59,1,1.19,0
0,0.71,3,2.57,1
