GH,XGH,GA,XGA,Side
1,0.94,0,0.59,0
1,1.92,2,0.43,1
2,1.41,0,0.46,1
3,1.33,0,0.25,0
4,2.95,0,0.88,1
0,0.89,1,0.59,0
2,1.76,2,1.68,1
2,2.68,4,2.57,1
2,1.39,0,1.94,0
1,1.85,2,1.16,1
3,3.30,0,0.20,0
1,1.30,0,0.57,1
1,2.16,1,1.55,0
0,0.24,5,2.23,1
1,1.85,2,1.35,0
3,2.05,1,0.43,1
1,1.45,2,0.63,0
1,1.80,0,0.57,1
1,0.76,1,0.25,0
1,1.22,0,0.58,1
2,1.24,2,1.08,0
1,0.28,0,0.31,1
2,0.67,1,1.63,0
0,1.07,1,0.28,1
3,1.90,2,0.89,0
1,0.95,1,1.16,1
0,1.85,0,0.15,0
2,1.78,1,0.87,1
2,1.50,5,2.25,0
1,1.10,2,2.52,1
0,0.46,2,1.98,0
1,0.44,1,0.77,1
1,1.24,1,0.99,0
1,1.22,0,0.24,1
1,0.67,1,1.14,0
2,1.74,1,0.64,0
4,2.23,1,0.70,1
3,2.16,2,0.98,0
